show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1993,Movie,Emma' (Mother),Riri Riza,"Cut Mini Theo, Christoffer Nelwan, Arman Dewarti, Jajang C. Noer, Indah Permatasari, Dimi Cindyastira, Irmawati Jabbar, Andreuw Parinussa, Fanesa Kayla",Indonesia,2018-10-05,2016,TV-PG,74 min,"Dramas, International Movies","In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life."
s6172,Movie,The Brave One,Neil Jordan,"Jodie Foster, Terrence Howard, Naveen Andrews, Carmen Ejogo, Nicky Katt, Mary Steenburgen, Lenny Venito, Zoë Kravitz, Jane Adams, Gordon MacDonald",United States,2019-11-01,2007,R,122 min,"Dramas, Thrillers",New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.
s5448,Movie,Seal Team Six: The Raid on Osama Bin Laden,John Stockwell,"Cam Gigandet, Anson Mount, Freddy Rodríguez, Xzibit, Kathleen Robertson, Robert Knepper, Eddie Kaye Thomas, Kenneth Miller, William Fichtner, Jenny Gabrielle, Mo Gallini",United States,2020-01-01,2012,TV-MA,90 min,Action & Adventure,"In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound."
s934,Movie,Bir Baba Hindu,Sermiyan Midyat,"Sermiyan Midyat, Şafak Sezer, Nicole Faria, Burak Satıbol","Turkey, India",2020-04-28,2016,TV-MA,107 min,"Action & Adventure, Comedies, International Movies",A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.
s3420,Movie,KL Zombi,Woo Ming Jin,"Zizan Razak, Siti Saleha, Zain Hamid, Izara Aishah, Fadzli Daniel Ali, Usop Wilcha",Malaysia,2017-08-21,2013,TV-14,92 min,"Comedies, Horror Movies, International Movies",A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.
s2071,Movie,Extinction,Ben Young,"Michael Peña, Lizzy Caplan, Israel Broussard, Mike Colter, Emma Booth, Lex Shrapnel, Erica Tremblay, Lilly Aspell",United States,2018-07-27,2018,TV-MA,95 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants."
s6365,Movie,The Forbidden Kingdom,Rob Minkoff,"Jackie Chan, Jet Li, Collin Chou, Liu Yifei, Li Bingbing, Michael Angarano, Morgan Benoit, Juana Collignon, Wang Deshun, Thomas McDonell","United States, China",2019-07-01,2008,PG-13,104 min,"Action & Adventure, Sci-Fi & Fantasy",Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.
s1957,Movie,"El Especial de Alex Fernández, el Especial",Jan Suter,Alex Fernández,Mexico,2017-10-13,2017,TV-MA,52 min,Stand-Up Comedy,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up."
s4769,Movie,Paranormal Investigation,Franck Phelizon,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","United States, France",2019-03-01,2018,TV-14,93 min,"Horror Movies, International Movies, Thrillers","When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him."
s1507,Movie,Counterfeiting in Suburbia,Jason Bourque,"Sarah Butler, Larissa Albuquerque, Kayla Wallace, Matthew MacCaull, James Dean, Alison Wandzura, Bruce Blain, Natalie Grace, Phillip Mitchell",Canada,2018-07-01,2018,TV-14,88 min,"Dramas, Thrillers","Two teenagers print counterfeit money in their high school art room, but things go terribly wrong when their debt-ridden teacher becomes suspicious."
s7223,Movie,"Trikal (Past, Present, Future)",Shyam Benegal,"Leela Naidu, Neena Gupta, Anita Kanwar, Soni Razdan, Dalip Tahil, K.K. Raina, Kunal Kapoor, Keith Stevenson, Naseeruddin Shah, Kulbhushan Kharbanda",India,2019-12-31,1985,TV-14,134 min,"Comedies, Dramas, Independent Movies","A Goan native returns to his now-derelict, palatial childhood home, recalling his family’s interpersonal drama during the end of Portuguese rule."
s2022,Movie,Eric Andre: Legalize Everything,Eric Notarnicola,Eric André,United States,2020-06-23,2020,TV-MA,52 min,Stand-Up Comedy,"Eric Andre takes the stage in New Orleans and tackles flawed fast-food icons, the wonders of autofill and the bizarre choice for the ""Cops"" theme song."
s3817,Movie,Luka Chuppi,Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Pankaj Tripathi, Vinay Pathak, Aparshakti Khurana, Atul Srivastava, Alka Amin",India,2019-06-07,2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies","Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families."
s1120,Movie,Bruno and Boots: Go Jump in the Pool,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Hannah Vandenbygaart, Kiana Madeira, Joshua Kilimnik, Drew Haytaoglu, Isiah Lea, Scott Thompson, Caroline Rhea",Canada,2017-06-24,2016,TV-PG,91 min,"Children & Family Movies, Comedies","To keep pal Boots from being sent to a rival school with better athletics, prankster Bruno leads an epic campaign to build a pool at Macdonald Hall."
s4062,Movie,Mi amigo Alexis,Alejandro Fernández Almendras,"Luciano González, Alexis Sánchez, Daniel Muñoz, Ignacia Uribe, Marco Baeza, Manuela Oyarzún, Camilo Carmona, Alejandra Yañez, Lorna Campos, Gustavo Becerra",Chile,2019-08-30,2019,TV-PG,102 min,"Children & Family Movies, Comedies, Dramas","When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game."
s4982,Movie,Professor,Lekh Tandon,"Shammi Kapoor, Kalpana, Lalita Pawar, Parveen Choudhary, Salim, Pratima Devi, Rashid Khan, Bir Sakuja, Bela Bose, Ratnamala",India,2017-07-01,1962,TV-PG,163 min,"Comedies, Dramas, International Movies",A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.
s6143,Movie,The Bleeder,Philippe Falardeau,"Liev Schreiber, Elisabeth Moss, Ron Perlman, Naomi Watts, Jim Gaffigan, Michael Rapaport, Pooch Hall, Morgan Spector, Jason Jones",United States,2019-03-29,2016,R,98 min,"Dramas, Sports Movies","Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa."
s204,Movie,A Mighty Team,Thomas Sorriaux,"Gérard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Théo Fernandez, Léa Lopez",France,2016-10-15,2016,TV-MA,97 min,"Comedies, International Movies, Sports Movies","When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth."
s1754,Movie,Dieter Nuhr: Nuhr in Berlin,Volker Weicker,Dieter Nuhr,Germany,2016-11-15,2016,TV-MA,69 min,Stand-Up Comedy,"The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang."
s1219,Movie,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya","Edward James Olmos, Zach De La Rocha",United States,2020-10-01,2019,TV-14,83 min,"Documentaries, LGBTQ Movies","Mixing archival footage with interviews, this film celebrates one of Los Angeles's most influential painters and Chicano art activists from the 1970s."
s4618,Movie,On the Wrong Track,Clarence Yiu-leung Fok,"Andy Lau, Yim Chau-wah, Wai Yee Chan, Prudence Liew, Poon Wang Ban, Hua Yueh, Wong Kung-miu",Hong Kong,2018-08-02,1983,TV-14,89 min,"Action & Adventure, International Movies","Two rebellious, hot-headed teenage brothers get caught up in gang life, which has dangerous repercussions for their family and friends."
s777,Movie,Be Somebody,Joshua Caldwell,"Matthew Espinosa, Sarah Jeffery, Allison Paige, Tava Smiley, Caitlin Keats, LaMonica Garrett, Mahaley Patel, Mason McCulley, Liana Ramirez",United States,2019-11-20,2016,PG,88 min,"Comedies, Dramas, Romantic Movies","To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily."
s5936,Movie,Swearnet Live,"Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Leigh MacInnis, Luke Gordon",Canada,2018-03-01,2014,TV-MA,75 min,"Comedies, International Movies","""Trailer Park Boys"" John Paul Tremblay, Robb Wells and Mike Smith host this foulmouthed live kick-off of their Web-based Swearnet network."
s280,Movie,ABCD: Any Body Can Dance,Remo D'Souza,"Prabhu Deva, Kay Kay Menon, Ganesh Acharya, Dharmesh Yelande, Salman, Lauren Gottlieb, Noorin Sha, Punit Pathak",India,2018-11-01,2013,TV-14,136 min,"Dramas, International Movies","Thrown out of the elite dance studio he founded, Vishnu's spirits rebound when he sees young street dancers prepping for an annual contest."
s661,Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,2017-08-07,2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.
s7735,Movie,You've Got This,Salvador Espinosa,"Mauricio Ochmann, Esmeralda Pimentel, Matteo Giannini, Regina Reynoso, Juan Martín Jauregui, Tato Alexander, Verónica Bravo, Fernando Becerril, Moisés Arizmendi, Tiaré Scanda, Mariana Cabrera, Montserrat Marañón, Verónica Langer",Mexico,2020-10-02,2020,TV-MA,112 min,"Comedies, International Movies, Romantic Movies",An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.
s2726,Movie,High & Low The Movie 3 / Final Mission,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Akira, Masataka Kubota, Takahiro, Hiroomi Tosaka, Sho Aoyagi, Reo Sano, Koichi Iwaki, Goro Kishitani, Masahiko Tsugawa, Keiji Kuroki, Yuki Yamada, Kento Hayashi, Naoto, Elly, Mandy Sekiguchi",Japan,2020-09-20,2017,TV-MA,118 min,"Action & Adventure, International Movies","The Kuryu Group makes it their mission to takeover the SWORD district once and for all, but the street gang alliance has a plan of their own."
s6504,Movie,The Invisible Guardian,Fernando González Molina,"Marta Etura, Elvira Mínguez, Francesc Orella, Itziar Aizpuru, Nene, Miquel Fernández, Pedro Casablanc, Colin McFarlane, Benn Northover","Spain, Germany",2017-08-03,2017,TV-MA,129 min,"International Movies, Thrillers","When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past."
s6645,Movie,The Mask of Zorro,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers","United States, Germany, Mexico",2020-01-01,1998,PG-13,138 min,"Action & Adventure, Romantic Movies","An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials."
s639,Movie,Awake,"Aleksandr Chernyaev, Fedor Lyass","Jonathan Rhys Meyers, Francesca Eastwood, Malik Yoba, William Forsythe, James Austin Kerr, Jeremy Parr",United States,2019-11-24,2019,TV-MA,92 min,Thrillers,"After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women."
s2555,Movie,Gunjan Saxena: The Kargil Girl,Sharan Sharma,"Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Viineet Kumar, Manav Vij, Ayesha Raza Mishra",India,2020-08-12,2020,TV-14,113 min,"Action & Adventure, Dramas, International Movies",Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.
s3142,Movie,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,"Jeff Foxworthy, Larry the Cable Guy",United States,2016-08-26,2016,TV-14,75 min,Stand-Up Comedy,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.
s629,Movie,Autohead,Rohit Mittal,"Deepak Sampat, Ronjini Chakroborty, Vikrant Singh, Jhanvi Dwivedi, Ajay Mishra, Rohit Mittal, Sunny Banerjee, Ravidev Singh",India,2017-01-01,2016,TV-MA,97 min,"Dramas, International Movies, Thrillers",A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.
s2245,Movie,Forgotten,Hang-Jun Jang,"Ha-neul Kang, Moo-Yul Kim, Young-hee Na, Seong-kun Mun, Myung-Ryul Nam, Eun-woo Lee, Chan-bi Jung, Go Choi, Seong-il Bae, Soon-won Lee",South Korea,2018-02-21,2017,TV-MA,109 min,"Dramas, International Movies, Thrillers","When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping."
s3124,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",Jani Dueñas,Chile,2018-06-29,2018,TV-MA,77 min,Stand-Up Comedy,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
s4722,Movie,Paan Singh Tomar,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajendra Gupta, Brijendra Kala, Jahangir Khan, Vipin Sharma, Zakir Hussain",India,2018-11-01,2010,TV-14,129 min,"Action & Adventure, Dramas, International Movies",Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.
s4693,Movie,Our Godfather,"Mark Franchetti, Andrew Meier",Tommaso Buscetta,United Kingdom,2019-09-10,2019,TV-MA,93 min,"Documentaries, International Movies","In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything."
s5628,Movie,Singham,Rohit Shetty,"Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sonali Kulkarni, Sachin Khedekar, Sudhanshu Pandey, Anant Jog",India,2020-11-19,2011,TV-14,142 min,"Action & Adventure, Dramas, International Movies",A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.
s4201,Movie,Monster Island,Leopoldo Aguilar,"Joey Camen, Fiona Hardingham, Johnny Rose, Katie Leigh, Roger L. Jackson, Wally Wingert, Phillip Vasquez","India, Mexico",2017-12-01,2017,TV-Y7,81 min,Children & Family Movies,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges."
s5700,Movie,Solo: A Star Wars Story (Spanish Version),Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",United States,2019-01-09,2018,PG-13,135 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend."
s1552,Movie,Cult of Chucky,Don Mancini,"Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn",United States,2017-10-03,2017,R,90 min,Horror Movies,"Following a string of murders in the asylum where she's confined, Nica Pierce begins to wonder whether Chucky is real after all."
s5325,Movie,Saadey CM Saab,Vipin Parashar,"Harbhajan Mann, Kashish Singh, Gurpreet Guggi, Rahul Singh, Dev Gill, Inder Bajwa",India,2018-10-01,2015,TV-PG,131 min,"Comedies, Dramas, International Movies",Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.
s2903,Movie,I Am the Pretty Thing That Lives in the House,Osgood Perkins,"Ruth Wilson, Bob Balaban, Lucy Boynton, Paula Prentiss","Canada, United States",2016-10-28,2016,TV-14,89 min,"Horror Movies, International Movies, Thrillers",A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.
